Table,Column,Position,Oracle_Data_Type,SQL_Server_Data_Type,GridName,GridID
R5MPEQUIPMENT,MEQ_ORG,3,VARCHAR2(15),nvarchar(15),,
R5MPEVENTS,MPE_MPPROJ,1,VARCHAR2(20),nvarchar(20),,
R5MPEVENTS,MPE_EVENT,2,VARCHAR2(30),nvarchar(30),,
R5MPOBJECTS,MPO_MPPROJ,1,VARCHAR2(20),nvarchar(20),,
R5MPOBJECTS,MPO_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5MPOBJECTS,MPO_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5MPPERSACT,MPS_PERSON,1,VARCHAR2(15),nvarchar(15),,
R5MPPERSACT,MPS_EVENT,2,VARCHAR2(30),nvarchar(30),,
R5MPPERSACT,MPS_ACT,3,"NUMBER(8,0)","numeric(8,0)",,
R5MPPERSACT,MPS_DATE,4,DATE,datetime,,
R5MPPERSONNEL,MPP_MPPROJ,1,VARCHAR2(20),nvarchar(20),,
R5MPPERSONNEL,MPP_CODE,2,VARCHAR2(15),nvarchar(15),,
R5MPPRIORITIES,MPR_UPRIOR,1,VARCHAR2(8),nvarchar(8),,
R5MPPRIORITIES,MPR_RPRIOR,2,VARCHAR2(8),nvarchar(8),,
R5MPPROJECTS,MPJ_CODE,1,VARCHAR2(20),nvarchar(20),,
R5MPSCHEDGROUPS,MPG_MPPROJ,1,VARCHAR2(20),nvarchar(20),,
R5MPSCHEDGROUPS,MPG_RENTITY,2,VARCHAR2(4),nvarchar(4),,
R5MPSCHEDGROUPS,MPG_CODE,3,VARCHAR2(30),nvarchar(30),,
R5MPSUPPLIER,MSP_MPPROJ,1,VARCHAR2(20),nvarchar(20),,
R5MPSUPPLIER,MSP_CODE,2,VARCHAR2(30),nvarchar(30),,
R5MPTOOL,MTO_MPPROJ,1,VARCHAR2(20),nvarchar(20),,
R5MPTOOL,MTO_CODE,2,VARCHAR2(12),nvarchar(12),,
R5MPTOOLACTIVITIES,TOA_MPPROJ,1,VARCHAR2(20),nvarchar(20),,
R5MPTOOLACTIVITIES,TOA_EVENT,2,VARCHAR2(30),nvarchar(30),,
R5MPTOOLACTIVITIES,TOA_ACT,3,"NUMBER(8,0)","numeric(8,0)",,
R5MPTOOLACTIVITIES,TOA_PART,4,VARCHAR2(30),nvarchar(30),,
R5MPTOOLACTIVITIES,TOA_PART_ORG,5,VARCHAR2(15),nvarchar(15),,
R5MPTRADE,MTD_MPPROJ,1,VARCHAR2(20),nvarchar(20),,
R5MPTRADE,MTD_CODE,2,VARCHAR2(15),nvarchar(15),,
R5MRCGISMAPS,MGM_MRC,1,VARCHAR2(15),nvarchar(15),,
R5MRCGISMAPS,MGM_MAP,2,VARCHAR2(30),nvarchar(30),,
R5MRCGISMAPS,MGM_MAP_ORG,3,VARCHAR2(15),nvarchar(15),,
R5MRCS,MRC_CODE,1,VARCHAR2(15),nvarchar(15),,
R5MRCTOOLS,MRT_MRC,1,VARCHAR2(15),nvarchar(15),,
R5MRCTOOLS,MRT_TOOL,2,VARCHAR2(12),nvarchar(12),,
R5MRCTOOLS,MRT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5MSGSERVERREQUEST,MSQ_REQUESTID,1,VARCHAR2(60),nvarchar(60),,
R5NCSETUPSTATUSDEP,NSD_ORG,1,VARCHAR2(15),nvarchar(15),,
R5NCSETUPSTATUSDEP,NSD_NCOSTATUS,2,VARCHAR2(4),nvarchar(4),,
R5NONCONFORMITIES,NCF_CODE,1,VARCHAR2(30),nvarchar(30),,
R5NONCONFORMITYSELCRITERIA,NCS_PK,1,VARCHAR2(30),nvarchar(30),,
R5NONCONFORMITYSETUP,NCP_ORG,1,VARCHAR2(15),nvarchar(15),,
R5NONCONFORMITYTYPEASPECTS,NTA_ASPECT,1,VARCHAR2(30),nvarchar(30),,
R5NONCONFORMITYTYPEASPECTS,NTA_NONCONFORMITYTYPE_CODE,2,VARCHAR2(30),nvarchar(30),,
R5NONCONFORMITYTYPEASPECTS,NTA_NONCONFORMITYTYPE_ORG,3,VARCHAR2(15),nvarchar(15),,
R5NONCONFORMITYTYPEEMRS,NTE_PK,1,VARCHAR2(30),nvarchar(30),,
R5NONCONFORMITYTYPEMATTYPE,MTS_NONCONFORMITYTYPE,1,VARCHAR2(30),nvarchar(30),,
R5NONCONFORMITYTYPEMATTYPE,MTS_NONCONFORMITYTYPE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5NONCONFORMITYTYPEMATTYPE,MTS_MATERIALTYPE,3,VARCHAR2(8),nvarchar(15),,
R5NONCONFORMITYTYPEPARTS,NTP_PART,1,VARCHAR2(30),nvarchar(30),,
R5NONCONFORMITYTYPEPARTS,NTP_PART_ORG,2,VARCHAR2(15),nvarchar(15),,
R5NONCONFORMITYTYPEPARTS,NTP_NONCONFORMITYTYPE_CODE,3,VARCHAR2(30),nvarchar(30),,
R5NONCONFORMITYTYPEPARTS,NTP_NONCONFORMITYTYPE_ORG,4,VARCHAR2(15),nvarchar(15),,
R5NONCONFORMITYTYPES,NCT_CODE,1,VARCHAR2(30),nvarchar(30),,
R5NONCONFORMITYTYPES,NCT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5NONCONFORMOBSERVATIONS,NCO_PK,1,VARCHAR2(30),nvarchar(30),,
R5OAUTH2CONFIGURATION,OAU_APPLICATIONNAME,1,VARCHAR2(8),nvarchar(8),,
R5OBJACTUALCONSUMPTION,OAC_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5OBJACTUALCONSUMPTION,OAC_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5OBJACTUALCONSUMPTION,OAC_COMMODITY,3,VARCHAR2(15),nvarchar(15),,
R5OBJACTUALCONSUMPTION,OAC_DATE,4,DATE,datetime,,
R5OBJDEPRECIATION,ODP_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5OBJDEPRECIATION,ODP_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5OBJDEPRECIATION,ODP_DEPTYPE,3,VARCHAR2(4),nvarchar(4),,
R5OBJDEPRECIATION,ODP_MODE,4,VARCHAR2(1),nvarchar(1),,
R5OBJDEPRECIATION,ODP_PERIOD,5,NUMBER,"numeric(38,0)",,
R5OBJDEPTYPES,OBD_PK,1,NUMBER,"numeric(18,0)",,
R5OBJDESIGNCONSUMPTION,ODC_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5OBJDESIGNCONSUMPTION,ODC_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5OBJDESIGNCONSUMPTION,ODC_COMMODITY,3,VARCHAR2(15),nvarchar(15),,
R5OBJDESIGNCONSUMPTION,ODC_FROMDATE,4,DATE,datetime,,
R5OBJECTASPECTS,OBA_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5OBJECTASPECTS,OBA_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5OBJECTASPECTS,OBA_OBTYPE,3,VARCHAR2(4),nvarchar(4),,
R5OBJECTASPECTS,OBA_ASPECT,4,VARCHAR2(30),nvarchar(30),,
R5OBJECTAUDITS,OAD_BATCHNAME,1,VARCHAR2(20),nvarchar(20),,
R5OBJECTCAPACITIES,OCP_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5OBJECTCAPACITIES,OCP_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5OBJECTCAPACITIES,OCP_CAPACITYCODE,3,VARCHAR2(8),nvarchar(8),,
R5OBJECTCAPACITIES,OCP_EFFECTIVE,4,DATE,datetime,,
R5OBJECTIVES,OJV_CODE,1,VARCHAR2(30),nvarchar(30),,
R5OBJECTIVES,OJV_ORG,2,VARCHAR2(15),nvarchar(15),,
R5OBJECTLOTO,OLO_PK,1,VARCHAR2(30),nvarchar(30),,
R5OBJECTS,OBJ_CODE,1,VARCHAR2(30),nvarchar(30),,
R5OBJECTS,OBJ_ORG,2,VARCHAR2(15),nvarchar(15),,
R5OBJECTSDM,SDM_CODE,1,VARCHAR2(30),nvarchar(30),,
R5OBJECTSERVICECODES,OSC_PK,1,VARCHAR2(30),nvarchar(30),,
R5OBJECTSINTERFACE,OBI_TRANSID,1,NUMBER,bigint,,
R5OBJECTSUPPLIERS,OSP_PK,1,VARCHAR2(30),nvarchar(30),,
R5OBJECTSURVEY,OBS_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5OBJECTSURVEY,OBS_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5OBJECTSURVEY,OBS_TYPE,3,VARCHAR2(1),nvarchar(1),,
R5OBJECTSURVEY,OBS_LEVELPK,4,VARCHAR2(30),nvarchar(30),,
R5OBJECTUPDATE,OUP_PK,1,NUMBER,"numeric(18,0)",,
R5OBJLINEARREF,LRF_ID,1,"NUMBER(38,0)","numeric(38,0)",,
R5OBJMAP,OMP_MAPID,1,"NUMBER(38,0)","numeric(38,0)",,
R5OBJMAPLAYER,OML_MAPID,1,"NUMBER(38,0)","numeric(38,0)",,
R5OBJMAPLAYER,OML_VISIBLELAYER,2,VARCHAR2(60),nvarchar(60),,
